keys,en,es,es_MX,ja,de,fr,it,pt
VOLT_TACKLE_DESC,Charges the foe with a body full of electricity. May paralyze. Hurts the user.,Se lanza con el cuerpo cargado de electricidad. Puede paralizar. El usuario también recibe daño.,Se lanza con el cuerpo cargado de electricidad. Puede paralizar. El usuario también recibe daño.,電気をまとって相手に体当たりする。まひ状態にすることがある。自分もダメージを受ける。,Rammt mit elektrisch geladenem Körper. Kann lähmen. Der Anwender erleidet auch Schaden.,Fonce avec le corps chargé d'électricité. Peut paralyser. L'utilisateur subit aussi des dégâts.,Si lancia con corpo carico di elettricità. Può paralizzare. L'utente subisce anche danni.,Arremete com o corpo carregado de eletricidade. Pode paralisar. O usuário também sofre dano.
MAGICAL_LEAF_DESC,Scatters leaves that always strike the foe. Never misses.,Lanza hojas que siempre golpean al rival. Nunca falla.,Lanza hojas que siempre golpean al rival. Nunca falla.,不思議な葉っぱを相手に向かって飛ばす。必ず命中する。,"Schleudert Blätter, die den Gegner immer treffen. Trifft immer.",Lance des feuilles qui frappent toujours le foe. Ne rate jamais.,Lancia foglie che colpiscono sempre il nemico. Non manca mai.,Lança folhas que sempre acertam o adversário. Nunca erra.
WATER_SPORT_DESC,Soaks the battlefield to weaken Fire-type moves for 5 turns.,Empapa el campo para debilitar los movimientos de tipo Fuego durante 5 turnos.,Empapa el campo para debilitar los movimientos de tipo Fuego durante 5 turnos.,水で遊んで5ターンの間ほのおタイプの技を弱体化させる。,Durchnässt das Feld und schwächt Feuer-Attacken für 5 Runden.,Imbibe le terrain pour affaiblir les mouvements Feu pendant 5 tours.,Inzuppa il campo per indebolire le mosse Fuoco per 5 turni.,Enchararca o campo para enfraquecer movimentos Fogo por 5 turnos.
CALM_MIND_DESC,Calms the mind and spirit to raise the user's Sp. Atk and Sp. Def.,Calma la mente y el espíritu para subir el Ataque Especial y la Def. Especial del usuario.,Calma la mente y el espíritu para subir el Ataque Especial y la Def. Especial del usuario.,静かに心を落ち着かせて特攻と特防を上げる。,Beruhigt Geist und Seele und erhöht Sp. Angriff und Sp. Verteidigung.,Apaise l'esprit pour augmenter l'Att. Spé. et la Déf. Spé. de l'utilisateur.,Calma la mente per aumentare Att. Spec. e Dif. Spec. dell'utente.,Acalma a mente para aumentar o At. Especial e a Def. Especial do usuário.
LEAF_BLADE_DESC,Slashes with a sharp leaf. High critical-hit ratio.,Corta al rival con una hoja afilada. Alta tasa de golpe crítico.,Corta al rival con una hoja afilada. Alta tasa de golpe crítico.,鋭い葉っぱで相手を切りつける。急所に当たりやすい。,Schneidet den Gegner mit einem scharfen Blatt. Hohe kritische Trefferrate.,Coupe le foe avec une feuille acérée. Fort taux de coup critique.,Taglia il nemico con una foglia affilata. Alta probabilità di colpo critico.,Corta o adversário com uma folha afiada. Alta taxa de acerto crítico.
DRAGON_DANCE_DESC,A mystical dance that raises the user's Attack and Speed.,Una danza mística que sube el Ataque y la Velocidad del usuario.,Una danza mística que sube el Ataque y la Velocidad del usuario.,神秘的な踊りで自分の攻撃と素早さを上げる。,"Ein mystischer Tanz, der Angriff und Geschwindigkeit des Anwenders erhöht.",Une danse mystique qui augmente l'Attaque et la Vitesse de l'utilisateur.,Una danza mistica che aumenta Attacco e Velocità dell'utente.,Uma dança mística que aumenta o Ataque e a Velocidade do usuário.
ROCK_BLAST_DESC,Hurls 2 to 5 rocks at the foe.,Lanza de 2 a 5 rocas al rival.,Lanza de 2 a 5 rocas al rival.,岩を2〜5個連続で投げつけて攻撃する。,Wirft 2 bis 5 Felsen auf den Gegner.,Lance de 2 à 5 rochers sur le foe.,Lancia da 2 a 5 rocce al nemico.,Lança de 2 a 5 pedras no adversário.
SHOCK_WAVE_DESC,Fires a jolt of electricity that always hits the foe.,Dispara una descarga eléctrica que siempre golpea al rival.,Dispara una descarga eléctrica que siempre golpea al rival.,電撃を放って必ず相手に当てる。,"Feuert eine Elektroladung, die den Gegner immer trifft.",Tire une décharge électrique qui frappe toujours le foe.,Spara una scarica elettrica che colpisce sempre il nemico.,Dispara uma descarga elétrica que sempre acerta o adversário.
WATER_PULSE_DESC,Fires a pulsing water wave that may confuse the foe.,Lanza una ola de agua pulsante que puede confundir al rival.,Lanza una ola de agua pulsante que puede confundir al rival.,水のはどうで相手を攻撃する。混乱状態にすることがある。,"Feuert eine pulsierende Wasserwelle, die den Gegner verwirren kann.",Tire une vague d'eau pulsante qui peut confondre le foe.,Lancia un'onda d'acqua pulsante che può confondere il nemico.,Lança uma onda de água pulsante que pode confundir o adversário.
DOOM_DESIRE_DESC,"Stores up solar energy for 2 turns, then attacks with full force.",Almacena energía solar durante 2 turnos y luego ataca con toda su fuerza.,Almacena energía solar durante 2 turnos y luego ataca con toda su fuerza.,2ターン後に光のエネルギーを集めて全力で攻撃する。,Speichert 2 Runden Sonnenenergie und greift dann mit voller Kraft an.,Stocke de l'énergie solaire 2 tours puis attaque de toute sa force.,Accumula energia solare per 2 turni poi attacca con tutta la forza.,Armazena energia solar por 2 turnos e depois ataca com toda a força.
PSYCHO_BOOST_DESC,"Attacks with tremendous psychic power, but sharply lowers the user's Sp. Atk.","Ataca con un tremendo poder psíquico, pero baja drásticamente el Ataque Especial del usuario.","Ataca con un tremendo poder psíquico, pero baja drásticamente el Ataque Especial del usuario.",ものすごい念力で相手を攻撃するが、自分の特攻がぐーんと下がる。,"Greift mit enormer psychischer Kraft an, senkt aber den Sp. Angriff stark.",Attaque avec une énorme puissance psychique mais réduit fortement l'Att. Spé.,Attacca con enorme potere psichico ma abbassa drasticamente l'Att. Spec.,"Ataca com enorme poder psíquico, mas reduz drasticamente o At. Especial."
ROOST_DESC,Restores up to half the user's max HP. The user loses its Flying type temporarily.,Recupera hasta la mitad de los PS máximos. El usuario pierde temporalmente el tipo Volador.,Recupera hasta la mitad de los PS máximos. El usuario pierde temporalmente el tipo Volador.,翼を休めてHPを最大の半分まで回復する。一時的にひこうタイプがなくなる。,Stellt bis zur Hälfte der max. KP wieder her. Verliert vorübergehend den Flug-Typ.,Restaure jusqu'à la moitié des PV max. L'utilisateur perd temporairement le type Vol.,Recupera fino alla metà dei PS massimi. L'utente perde temporaneamente il tipo Volante.,Recupera até metade dos PS máximos. O usuário perde temporariamente o tipo Voador.
GRAVITY_DESC,"Intensifies gravity for 5 turns, grounding airborne Pokémon and raising accuracy.","Intensifica la gravedad durante 5 turnos, inmovilizando a los Pokémon voladores y aumentando la precisión.","Intensifica la gravedad durante 5 turnos, inmovilizando a los Pokémon voladores y aumentando la precisión.",5ターンの間重力を強くして、空中にいるポケモンを地面に落とし命中率を上げる。,"Intensiviert die Schwerkraft 5 Runden, erdet Luftpokémon und erhöht die Genauigkeit.","Intensifie la gravité 5 tours, clouant les Pokémon au sol et augmentant la précision.","Intensifica la gravità per 5 turni, atterrando i Pokémon volanti e aumentando la precisione.","Intensifica a gravidade por 5 turnos, derrubando Pokémon voadores e aumentando a precisão."
MIRACLE_EYE_DESC,Resets the foe's evasiveness and allows Psychic-type moves to hit Dark-types.,Resetea la evasión del rival y permite que los ataques Psíquico golpeen al tipo Siniestro.,Resetea la evasión del rival y permite que los ataques Psíquico golpeen al tipo Siniestro.,相手の回避率の変化を元に戻し、エスパータイプの技があくタイプに当たるようにする。,Setzt Ausweichen zurück und lässt Psy-Angriffe Unlicht-Typen treffen.,Réinitialise l'esquive et permet aux attaques Psy de toucher les types Ténèbres.,Azzera l'evasione e permette alle mosse Psico di colpire i Buio.,Reseta a evasão e permite que ataques Psíquico atinjam o tipo Sombrio.
WAKE_UP_SLAP_DESC,Doubles in power against sleeping foes. Also wakes them up.,Dobla su poder contra rivales dormidos. También les despierta.,Dobla su poder contra rivales dormidos. También les despierta.,ねむり状態の相手に対して威力が2倍になる。ねむり状態も治す。,Verdoppelt Kraft gegen schlafende Gegner. Weckt sie auch auf.,Double de puissance contre les foes endormis. Les réveille aussi.,Raddoppia di potenza contro nemici addormentati. Li sveglia anche.,Dobra de poder contra adversários adormecidos. Também os acorda.
HAMMER_ARM_DESC,Swings a heavy arm to strike the foe. Lowers the user's Speed.,Golpea al rival con un brazo pesado. Baja la Velocidad del usuario.,Golpea al rival con un brazo pesado. Baja la Velocidad del usuario.,重い腕を振り下ろして相手を打つ。自分の素早さが下がる。,Schlägt den Gegner mit einem schweren Arm. Senkt die Geschwindigkeit des Anwenders.,Frappe le foe avec un bras lourd. Réduit la Vitesse de l'utilisateur.,Colpisce il nemico con un braccio pesante. Abbassa la Velocità dell'utente.,Golpeia o adversário com um braço pesado. Reduz a Velocidade do usuário.
GYRO_BALL_DESC,A spinning attack that does more damage the slower the user is than the foe.,Un ataque giratorio que causa más daño cuanto más lento sea el usuario respecto al rival.,Un ataque giratorio que causa más daño cuanto más lento sea el usuario respecto al rival.,高速で回転して相手に体当たりする。自分の素早さが相手より低いほど威力が上がる。,"Ein Drehangriff, der mehr Schaden anrichtet je langsamer der Anwender als der Gegner ist.",Une attaque tournante plus puissante plus l'utilisateur est lent par rapport au foe.,Un attacco rotante che fa più danni quanto più lento è l'utente rispetto al nemico.,Um ataque giratório que causa mais dano quanto mais lento o usuário for que o adversário.
HEALING_WISH_DESC,"The user faints, fully restoring the HP and curing the status of the next Pokémon out.","El usuario se debilita, restaurando completamente los PS y curando el estado del siguiente Pokémon.","El usuario se debilita, restaurando completamente los PS y curando el estado del siguiente Pokémon.",自分がひんしになることで、次に出るポケモンのHPと状態異常を完全に回復させる。,Der Anwender wird ohnmächtig und heilt vollständig das nächste Pokémon.,"L'utilisateur s'évanouit, restaurant complètement le prochain Pokémon.","L'utente sviene, restaurando completamente il prossimo Pokémon.","O usuário desmaia, restaurando completamente os PS do próximo Pokémon."
BRINE_DESC,Attacks with seawater. Doubles in power against foes with half HP or less.,Ataca con agua de mar. Dobla su poder contra rivales con la mitad de PS o menos.,Ataca con agua de mar. Dobla su poder contra rivales con la mitad de PS o menos.,潮水で相手を攻撃する。相手のHPが半分以下のときは威力が2倍になる。,Greift mit Salzwasser an. Verdoppelt Kraft gegen Gegner mit halben KP oder weniger.,Attaque avec de l'eau salée. Double de puissance si le foe a la moitié de PV ou moins.,Attacca con acqua salata. Raddoppia di potenza contro nemici con metà PS o meno.,Ataca com água salgada. Dobra de poder contra adversários com metade dos PS ou menos.
NATURAL_GIFT_DESC,Attacks using a held Berry. Type and power depend on the Berry.,Ataca usando la Baya que porta el usuario. El tipo y la potencia dependen de la Baya.,Ataca usando la Baya que porta el usuario. El tipo y la potencia dependen de la Baya.,持っているきのみを使って攻撃する。タイプと威力はきのみの種類によって変わる。,Greift mit der gehaltenen Beere an. Typ und Kraft hängen von der Beere ab.,Attaque avec la Baie tenue. Le type et la puissance dépendent de la Baie.,Attacca con la Bacca tenuta. Tipo e potenza dipendono dalla Bacca.,Ataca usando a Baga do usuário. O tipo e a potência dependem da Baga.
FEINT_DESC,"Strikes the foe even if it is using Protect or Detect, breaking through barriers.","Golpea al rival aunque esté usando Protección o Detección, atravesando barreras.","Golpea al rival aunque esté usando Protección o Detección, atravesando barreras.",まもる・みきりを使っている相手にも攻撃できる。バリアを解除する効果もある。,Trifft den Gegner auch bei Schutzschild oder Detektion und bricht Barrieren.,"Frappe le foe même s'il utilise Protection ou Détection, brisant les barrières.","Colpisce il nemico anche se usa Protezione o Detezione, abbattendo le barriere.","Golpeia o adversário mesmo usando Proteção ou Detecção, quebrando barreiras."
PLUCK_DESC,"Pecks the foe. If the foe holds a Berry, the user eats it.","Picotea al rival. Si tiene una Baya, el usuario se la come.","Picotea al rival. Si tiene una Baya, el usuario se la come.",相手をくちばしでつついて攻撃する。相手がきのみを持っていれば食べてしまう。,"Pickt den Gegner. Falls er eine Beere hat, frisst der Anwender sie.","Picore le foe. S'il tient une Baie, l'utilisateur la mange.","Becca il nemico. Se ha una Bacca, l'utente la mangia.","Bica o adversário. Se tiver uma Baga, o usuário a come."
